CUDA Memory Cleared. Current VRAM Usage: 0.00 MB
On device cuda
Getting data loader crumb
Total unique classes found: 2
Label IDs: [0, 1]
Total images in dataset: 2003
Total batches: 86 (at batch size 16)

============================================================
Run 1/1  |  seed=42  |  results -> results/robust_classification/run_20260701_103602_seed42
============================================================

Training robust_classification for 200 epochs
  Batch   0 | t=[0,0] | loss=0.6800 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [12] pred=1 true=0 t=0
  Batch  11 | t=[0,0] | loss=0.6656 | acc=12/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [12] pred=0 true=1 t=0
  Batch  12 | t=[0,0] | loss=0.7750 | acc=4/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [12] pred=1 true=0 t=0, [13] pred=0 true=1 t=0
  Batch  13 | t=[0,0] | loss=0.6558 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=0 true=1 t=0, [14] pred=1 true=0 t=0
  Batch  14 | t=[0,0] | loss=0.8465 | acc=5/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [15] pred=0 true=1 t=0
  Batch  15 | t=[0,0] | loss=0.8244 | acc=6/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [14] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  16 | t=[0,0] | loss=0.6266 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  17 | t=[0,0] | loss=0.5960 | acc=13/16 | MISCLASSIFIED: [8] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [12] pred=0 true=1 t=0
  Batch  18 | t=[0,0] | loss=0.7489 | acc=10/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [1] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [13] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  19 | t=[0,0] | loss=0.6561 | acc=11/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [9] pred=0 true=1 t=0, [14] pred=1 true=0 t=0
  Batch  20 | t=[0,0] | loss=0.7059 | acc=11/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=0 true=1 t=0
  Batch  21 | t=[0,0] | loss=0.6020 | acc=10/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [12] pred=0 true=1 t=0
  Batch  22 | t=[0,0] | loss=0.5555 | acc=12/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [2] pred=1 true=0 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0
  Batch  23 | t=[0,0] | loss=0.8366 | acc=6/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [1] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [14] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  24 | t=[0,0] | loss=0.6511 | acc=9/16 | MISCLASSIFIED: [4] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [14] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  25 | t=[0,0] | loss=0.6206 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [8] pred=1 true=0 t=0
  Batch  26 | t=[0,0] | loss=0.6945 | acc=7/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=1 true=0 t=0, [10] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [14] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  27 | t=[0,0] | loss=0.7853 | acc=8/16 | MISCLASSIFIED: [4] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  28 | t=[0,0] | loss=0.4972 | acc=12/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  29 | t=[0,0] | loss=0.8110 | acc=8/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  30 | t=[0,0] | loss=0.7635 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [4] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  31 | t=[0,0] | loss=0.6729 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [4] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  32 | t=[0,0] | loss=0.6368 | acc=10/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [3] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [14] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  33 | t=[0,0] | loss=0.6445 | acc=10/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [13] pred=0 true=1 t=0
  Batch  34 | t=[0,0] | loss=0.6289 | acc=11/16 | MISCLASSIFIED: [4] pred=0 true=1 t=0, [9] pred=1 true=0 t=0, [11] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [14] pred=1 true=0 t=0
  Batch  35 | t=[0,0] | loss=0.5038 | acc=12/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [12] pred=1 true=0 t=0
  Batch  36 | t=[0,0] | loss=0.6009 | acc=10/16 | MISCLASSIFIED: [4] pred=0 true=1 t=0, [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  37 | t=[0,0] | loss=0.5224 | acc=12/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [15] pred=1 true=0 t=0
  Batch  38 | t=[0,0] | loss=0.6266 | acc=11/16 | MISCLASSIFIED: [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  39 | t=[0,0] | loss=0.7872 | acc=7/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [8] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [13] pred=0 true=1 t=0, [14] pred=1 true=0 t=0
  Batch  40 | t=[0,0] | loss=0.8044 | acc=9/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [2] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  41 | t=[0,0] | loss=0.5423 | acc=13/16 | MISCLASSIFIED: [2] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [12] pred=1 true=0 t=0
  Batch  42 | t=[0,0] | loss=0.5037 | acc=13/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [5] pred=0 true=1 t=0, [8] pred=0 true=1 t=0
  Batch  43 | t=[0,0] | loss=0.7593 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [2] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  44 | t=[0,0] | loss=0.4935 | acc=13/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [7] pred=0 true=1 t=0
  Batch  45 | t=[0,0] | loss=0.7837 | acc=9/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [5] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [12] pred=1 true=0 t=0
  Batch  46 | t=[0,0] | loss=0.6698 | acc=10/16 | MISCLASSIFIED: [2] pred=1 true=0 t=0, [5] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  47 | t=[0,0] | loss=0.6232 | acc=11/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [14] pred=1 true=0 t=0
  Batch  48 | t=[0,0] | loss=0.4755 | acc=13/16 | MISCLASSIFIED: [4] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [11] pred=1 true=0 t=0
  Batch  49 | t=[0,0] | loss=0.5921 | acc=10/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [5] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [12] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  50 | t=[0,0] | loss=0.6872 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [14] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  51 | t=[0,0] | loss=0.4743 | acc=12/16 | MISCLASSIFIED: [4] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [11] pred=1 true=0 t=0
  Batch  52 | t=[0,0] | loss=0.6581 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  53 | t=[0,0] | loss=0.6176 | acc=11/16 | MISCLASSIFIED: [4] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=0 true=1 t=0, [13] pred=0 true=1 t=0
  Batch  54 | t=[0,0] | loss=0.6997 | acc=9/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [2] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [5] pred=1 true=0 t=0, [8] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [13] pred=0 true=1 t=0
  Batch  55 | t=[0,0] | loss=0.6443 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [8] pred=0 true=1 t=0, [10] pred=1 true=0 t=0
  Batch  56 | t=[0,0] | loss=0.5149 | acc=10/16 | MISCLASSIFIED: [5] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [14] pred=1 true=0 t=0, [15] pred=0 true=1 t=0
  Batch  57 | t=[0,0] | loss=0.6042 | acc=11/16 | MISCLASSIFIED: [7] pred=1 true=0 t=0, [9] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [11] pred=0 true=1 t=0, [12] pred=0 true=1 t=0
  Batch  58 | t=[0,0] | loss=0.9052 | acc=8/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  59 | t=[0,0] | loss=0.6999 | acc=10/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  60 | t=[0,0] | loss=0.4216 | acc=14/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [1] pred=1 true=0 t=0
  Batch  61 | t=[0,0] | loss=0.5004 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [10] pred=1 true=0 t=0
  Batch  62 | t=[0,0] | loss=0.5379 | acc=12/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [1] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [5] pred=1 true=0 t=0
  Batch  63 | t=[0,0] | loss=0.5750 | acc=11/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [4] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  64 | t=[0,0] | loss=0.9812 | acc=7/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [1] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [14] pred=0 true=1 t=0, [15] pred=1 true=0 t=0
  Batch  65 | t=[0,0] | loss=0.7290 | acc=8/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [1] pred=0 true=1 t=0, [2] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [4] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [14] pred=0 true=1 t=0, [15] pred=1 true=0 t=0
  Batch  66 | t=[0,0] | loss=0.6463 | acc=10/16 | MISCLASSIFIED: [4] pred=0 true=1 t=0, [6] pred=1 true=0 t=0, [10] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  67 | t=[0,0] | loss=0.4508 | acc=14/16 | MISCLASSIFIED: [5] pred=1 true=0 t=0, [13] pred=0 true=1 t=0
  Batch  68 | t=[0,0] | loss=0.5622 | acc=12/16 | MISCLASSIFIED: [6] pred=1 true=0 t=0, [8] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [14] pred=0 true=1 t=0
  Batch  69 | t=[0,0] | loss=0.5198 | acc=12/16 | MISCLASSIFIED: [5] pred=1 true=0 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [12] pred=0 true=1 t=0
  Batch  70 | t=[0,0] | loss=0.8387 | acc=8/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [13] pred=0 true=1 t=0
  Batch  71 | t=[0,0] | loss=0.5712 | acc=12/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [4] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [10] pred=0 true=1 t=0
  Batch  72 | t=[0,0] | loss=0.5460 | acc=12/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [12] pred=1 true=0 t=0, [13] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  73 | t=[0,0] | loss=0.6441 | acc=11/16 | MISCLASSIFIED: [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  74 | t=[0,0] | loss=0.8343 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [4] pred=1 true=0 t=0, [5] pred=0 true=1 t=0, [6] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  75 | t=[0,0] | loss=0.4787 | acc=13/16 | MISCLASSIFIED: [3] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [11] pred=1 true=0 t=0
  Batch  76 | t=[0,0] | loss=0.4728 | acc=13/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [8] pred=1 true=0 t=0, [13] pred=0 true=1 t=0
  Batch  77 | t=[0,0] | loss=0.6286 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  78 | t=[0,0] | loss=0.6359 | acc=10/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [8] pred=0 true=1 t=0, [9] pred=1 true=0 t=0
  Batch  79 | t=[0,0] | loss=0.7242 | acc=9/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [2] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [14] pred=0 true=1 t=0
  Batch  80 | t=[0,0] | loss=0.5181 | acc=14/16 | MISCLASSIFIED: [8] pred=1 true=0 t=0, [11] pred=1 true=0 t=0
  Batch  81 | t=[0,0] | loss=0.4253 | acc=15/16 | MISCLASSIFIED: [7] pred=1 true=0 t=0
  Batch  82 | t=[0,0] | loss=0.9319 | acc=7/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [3] pred=1 true=0 t=0, [5] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [13] pred=1 true=0 t=0, [15] pred=0 true=1 t=0
  Batch  83 | t=[0,0] | loss=0.4983 | acc=13/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  84 | t=[0,0] | loss=0.5008 | acc=12/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  85 | t=[0,0] | loss=0.5675 | acc=10/14 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [5] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0
Epoch 0 [warmup] | Loss: 0.6509 | Val Loss: 0.6852 | Val Acc: 51.6% | LR: 6.39e-04
--- Saved model to checkpoints/robust_classification/state.pt ---
--- Saved model to checkpoints/robust_classification_best/state.pt ---
  ** New best metric: 51.6% — saved to checkpoints/robust_classification_best
  Batch   0 | t=[0,4] | loss=0.4653 | acc=13/16 | MISCLASSIFIED: [2] pred=0 true=1 t=2, [3] pred=0 true=1 t=0, [14] pred=0 true=1 t=4
  Batch   1 | t=[0,4] | loss=0.5886 | acc=13/16 | MISCLASSIFIED: [2] pred=1 true=0 t=1, [3] pred=0 true=1 t=2, [8] pred=1 true=0 t=4
  Batch   2 | t=[0,4] | loss=0.4047 | acc=14/16 | MISCLASSIFIED: [2] pred=0 true=1 t=1, [12] pred=1 true=0 t=3
  Batch   3 | t=[0,4] | loss=1.0045 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=1, [2] pred=1 true=0 t=1, [5] pred=1 true=0 t=4, [6] pred=1 true=0 t=3, [7] pred=1 true=0 t=3, [8] pred=1 true=0 t=1, [11] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch   4 | t=[0,4] | loss=0.5297 | acc=11/16 | MISCLASSIFIED: [5] pred=1 true=0 t=4, [6] pred=0 true=1 t=1, [8] pred=1 true=0 t=3, [11] pred=1 true=0 t=3, [15] pred=1 true=0 t=0
  Batch   5 | t=[1,4] | loss=0.6472 | acc=9/16 | MISCLASSIFIED: [1] pred=1 true=0 t=1, [3] pred=1 true=0 t=4, [6] pred=1 true=0 t=1, [7] pred=1 true=0 t=4, [8] pred=0 true=1 t=4, [9] pred=0 true=1 t=1, [12] pred=1 true=0 t=2
  Batch   6 | t=[0,4] | loss=0.7554 | acc=9/16 | MISCLASSIFIED: [1] pred=0 true=1 t=4, [7] pred=0 true=1 t=2, [9] pred=0 true=1 t=3, [11] pred=1 true=0 t=1, [13] pred=0 true=1 t=0, [14] pred=0 true=1 t=2, [15] pred=0 true=1 t=2
  Batch   7 | t=[0,4] | loss=0.7667 | acc=8/16 | MISCLASSIFIED: [1] pred=0 true=1 t=2, [2] pred=0 true=1 t=0, [4] pred=0 true=1 t=4, [5] pred=0 true=1 t=1, [6] pred=0 true=1 t=2, [9] pred=0 true=1 t=1, [12] pred=0 true=1 t=2, [15] pred=0 true=1 t=4
  Batch   8 | t=[0,4] | loss=0.5934 | acc=10/16 | MISCLASSIFIED: [2] pred=1 true=0 t=0, [3] pred=0 true=1 t=3, [6] pred=0 true=1 t=0, [9] pred=1 true=0 t=3, [11] pred=0 true=1 t=3, [15] pred=0 true=1 t=1
  Batch   9 | t=[0,4] | loss=0.5148 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=3, [3] pred=0 true=1 t=1, [4] pred=0 true=1 t=4, [5] pred=1 true=0 t=4, [13] pred=1 true=0 t=0
  Batch  10 | t=[0,4] | loss=0.5242 | acc=11/16 | MISCLASSIFIED: [8] pred=1 true=0 t=2, [9] pred=1 true=0 t=1, [10] pred=1 true=0 t=3, [12] pred=0 true=1 t=2, [15] pred=0 true=1 t=4
  Batch  11 | t=[0,4] | loss=0.6214 | acc=11/16 | MISCLASSIFIED: [3] pred=1 true=0 t=4, [6] pred=1 true=0 t=1, [7] pred=1 true=0 t=3, [14] pred=0 true=1 t=1, [15] pred=1 true=0 t=1
